Polling Station No,Candidate_1,Candidate_2,Candidate_3,Candidate_4,Candidate_5,Candidate_6,Candidate_7,Candidate_8,Candidate_9,Candidate_10,Candidate_11,Candidate_12,Candidate_13,Candidate_14,Candidate_15,Candidate_16,Candidate_17,Candidate_18,Candidate_19,Candidate_20,Candidate_21,Candidate_22,Candidate_23,Candidate_24,Candidate_25,Candidate_26,Candidate_27,Candidate_28,Total Valid Votes,Rejected Votes,NOTA,Total,Tendered Votes
603,137,115,3,29,0,0,203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,494,0,494,0
604,243,112,2,25,0,1,328,0,1,0,0,2,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,6,6,726,0,726,0
605,154,89,0,28,0,1,379,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,654,0,654,0
606,155,110,1,53,0,1,334,0,1,0,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,1,0,6,6,669,0,669,0
607,275,104,0,48,1,0,357,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,1,0,5,5,797,0,797,0
608,220,140,1,42,0,0,392,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,9,807,0,807,0
609,207,118,0,58,0,2,444,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,2,2,838,0,838,0
610,143,89,1,34,0,0,345,0,0,0,0,0,0,1,1,3,1,1,0,0,0,1,0,0,0,0,0,2,2,622,0,622,0
611,190,130,2,55,0,1,383,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,4,4,772,0,772,0
612,178,96,2,40,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,7,7,696,0,696,0
613,113,103,1,30,0,1,294,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,1,548,0,548,0
614,222,181,2,50,0,0,425,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,5,891,0,891,0
615,206,122,0,57,0,1,369,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,769,0,769,0
616,97,75,0,23,0,0,292,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,494,0,494,0
617,98,65,0,16,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,379,0,379,0
618,164,118,0,36,0,1,255,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,3,582,0,582,0
619,190,202,3,53,0,0,215,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,669,0,669,0
620,246,251,0,76,0,1,481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1063,0,1063,0
621,117,101,0,19,0,1,295,0,0,1,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,4,4,545,0,545,0
622,231,54,0,24,0,2,500,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,3,822,0,822,0
623,221,72,1,34,0,5,607,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,944,0,944,0
624,144,41,1,6,0,1,341,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,540,0,540,0
625,156,42,0,15,0,1,353,1,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,2,2,3,0,0,0,583,0,583,0
626,161,41,0,19,1,1,404,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3,635,0,635,0
627,196,51,1,18,0,2,456,0,0,1,0,2,0,0,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,735,0,735,0
628,182,58,0,25,0,1,441,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,5,1,2,0,0,0,0,721,0,721,0
629,188,45,1,12,2,0,426,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,681,0,681,0
630,162,26,1,14,0,5,365,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,578,0,578,0
631,199,49,0,19,0,2,435,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,710,0,710,0
632,106,33,1,9,0,0,241,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,393,0
633,182,41,0,27,0,1,490,1,0,2,0,1,1,0,1,0,0,3,2,0,0,1,1,0,0,1,0,2,2,757,0,757,0
634,164,27,0,12,0,1,402,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610,0,610,0
635,117,55,0,16,1,1,365,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,2,0,0,2,2,565,0,565,0
636,194,30,1,16,0,1,367,0,0,1,0,1,0,3,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,618,0,618,0
637,175,56,1,14,2,0,384,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,640,0,640,0
638,118,53,0,13,0,1,293,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,4,4,489,0,489,0
639,166,63,1,12,0,0,353,2,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,0,1,1,605,0,605,0
640,180,105,1,29,0,0,390,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,711,0,711,0
641,241,156,2,47,0,1,430,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,4,4,887,0,887,0
642,159,96,0,23,1,0,335,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,2,621,0,621,0
643,238,124,0,41,0,0,365,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,8,779,0,779,0
644,314,25,1,23,0,0,209,2,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,2,583,0,583,0
645,121,116,1,29,0,2,415,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,692,0,692,0
646,168,111,1,39,0,2,428,1,1,0,1,1,2,0,0,1,0,1,0,1,1,0,0,0,3,0,0,2,2,764,0,764,0
647,156,96,2,34,0,2,362,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,659,0,659,0
648,119,80,0,30,0,1,360,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,4,4,599,0,599,0
649,115,118,1,22,1,1,217,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,481,0,481,0
650,140,162,3,32,0,0,344,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,7,693,0,693,0
651,166,92,1,36,0,2,320,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,624,0,624,0
652,127,96,0,33,0,0,433,2,1,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,2,2,703,0,703,0
653,111,99,2,21,0,0,279,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,516,0,516,0
654,155,90,3,25,0,0,347,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,629,0,629,0
655,190,78,1,25,1,0,404,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,704,0,704,0
656,203,100,1,37,0,0,404,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,2,753,0,753,0
657,174,98,3,41,0,0,450,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,773,0,773,0
658,182,76,3,52,0,0,344,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,665,0,665,0
659,199,91,1,36,0,0,365,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,4,699,0,699,0
660,121,75,1,36,1,0,231,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,472,0,472,0
661,100,61,0,15,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,347,0,347,0
662,200,124,1,41,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,753,0,753,0
663,260,70,0,25,0,0,324,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,2,2,687,0,687,0
664,241,85,0,54,0,0,449,1,1,0,0,0,1,0,1,2,1,0,1,0,0,0,0,1,0,1,0,3,3,842,0,842,0
665,239,107,0,74,0,0,461,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,8,8,892,0,892,0
666,105,62,1,33,0,0,226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,432,0,432,0
667,121,79,0,32,0,0,227,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,465,0,465,0
668,112,60,0,24,0,2,304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,503,0,503,0
669,146,67,0,24,1,0,270,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,514,0,514,0
670,136,70,0,36,0,0,272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,519,0,519,0
671,155,85,2,21,2,2,299,2,0,0,0,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,1,576,0,576,0
672,255,152,3,30,0,1,398,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,5,849,0,849,0
673,221,70,1,24,0,1,317,1,0,0,0,1,0,0,1,2,4,1,0,1,0,0,0,0,1,0,0,2,2,648,0,648,0
674,263,84,0,25,1,1,435,1,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,2,2,821,0,821,0
675,189,76,0,30,0,2,409,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,714,0,714,0
676,234,170,3,33,0,1,508,1,0,0,0,3,0,1,0,2,0,0,1,0,0,0,0,2,0,0,0,2,2,961,0,961,0
677,250,160,0,46,0,0,508,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,972,0,972,0
678,98,49,0,17,0,2,217,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,386,0,386,0
679,210,76,0,25,0,0,265,0,25,1,0,0,1,0,1,1,0,3,0,0,0,0,4,1,0,0,0,2,2,615,0,615,0
680,143,111,0,40,0,1,432,2,7,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,4,4,746,0,746,0
681,186,76,0,27,0,0,364,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1,662,0,662,0
682,195,121,2,36,0,1,438,1,7,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,809,0,809,0
683,226,163,0,53,0,0,355,0,3,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,6,810,0,810,0
684,146,33,2,9,0,2,309,2,0,1,0,0,3,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,512,0,512,0
685,200,45,2,19,0,1,397,0,0,1,0,2,1,0,0,1,0,2,0,0,0,0,1,0,1,1,0,0,0,674,0,674,0
686,138,32,1,18,0,0,282,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,478,0,478,0
687,109,27,1,16,0,1,237,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,396,0,396,0
688,86,18,1,12,0,1,198,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,322,0,322,0
689,88,33,0,12,0,2,255,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,393,0,393,0
690,149,29,2,12,0,1,268,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,466,0,466,0
691,160,46,0,14,0,1,339,0,3,1,0,1,1,0,2,3,1,0,1,0,1,1,2,0,0,0,1,2,2,580,0,580,0
692,177,52,0,11,0,1,382,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,2,632,0,632,0
693,145,42,0,25,0,0,304,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,523,0,523,0
694,184,23,0,19,0,1,256,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,488,0,488,0
695,126,61,1,22,0,0,319,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,536,0,536,0
696,177,40,0,6,0,0,327,0,0,0,0,0,0,0,0,3,1,1,0,1,0,2,2,0,1,0,0,2,2,563,0,563,0
697,194,54,1,9,0,0,423,1,0,0,1,1,2,0,1,1,3,3,0,0,0,0,0,1,1,0,0,1,1,697,0,697,0
698,183,55,0,16,0,0,301,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,3,3,565,0,565,0
699,158,196,1,39,1,0,332,1,0,0,0,1,0,1,0,0,2,2,1,1,1,0,0,0,0,0,0,2,2,739,0,739,0
700,227,136,3,22,0,0,349,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,2,2,746,0,746,0
701,180,148,2,37,0,0,367,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,6,6,745,0,745,0
702,152,112,1,21,0,4,479,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,1,775,0,775,0
703,113,104,1,26,0,2,351,1,2,1,0,1,0,0,1,0,1,1,1,0,0,1,3,0,0,0,0,5,5,615,0,615,0
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
